question_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,bigram_similarity,w2v_cosine_similarity,relevance
Q279,Q279_R33_C6,0.95,33,0.819,1.0,0.304,Bad
Q279,Q279_R33_C7,0.961,312,0.894,1.0,0.018,Bad
Q279,Q279_R33_C8,1.0,44,0.865,1.0,0.039,Bad
Q279,Q279_R33_C9,0.95,56,0.825,1.0,0.322,Bad
Q279,Q279_R33_C10,0.981,137,0.915,1.0,0.309,Bad
Q279,Q279_R36_C1,0.957,29,0.825,1.0,0.253,Bad
Q279,Q279_R36_C2,0.951,59,0.889,1.0,0.046,Bad
Q279,Q279_R36_C3,0.977,94,0.883,1.0,0.16,Bad
Q279,Q279_R36_C4,0.929,25,0.886,1.0,0.338,Bad
Q279,Q279_R36_C5,1.0,53,0.0,1.0,-0.106,Bad
Q279,Q279_R36_C6,1.0,67,0.604,1.0,0.045,Bad
Q279,Q279_R36_C7,0.929,78,0.883,1.0,0.21,Bad
Q279,Q279_R36_C8,0.95,266,0.874,1.0,-0.095,Bad
Q279,Q279_R36_C9,0.946,37,0.914,1.0,0.213,Bad
Q279,Q279_R36_C10,0.939,99,0.875,1.0,0.031,Bad
Q280,Q280_R5_C1,0.889,41,0.926,1.0,0.357,Good
Q280,Q280_R5_C2,0.857,17,0.939,0.984,0.389,Good
Q280,Q280_R5_C3,0.895,108,0.917,1.0,0.2,Bad
Q280,Q280_R5_C4,0.952,82,0.894,1.0,0.127,Good
Q280,Q280_R5_C5,0.943,130,0.902,1.0,0.311,Bad
Q280,Q280_R5_C6,0.967,12,0.905,1.0,0.088,PotentiallyUseful
Q280,Q280_R5_C7,0.952,71,0.9,1.0,0.256,Bad
Q280,Q280_R5_C8,0.852,59,0.94,0.986,0.195,PotentiallyUseful
Q280,Q280_R5_C9,0.886,117,0.901,0.949,0.361,Good
Q280,Q280_R5_C10,0.82,10,0.94,0.968,0.461,Bad
Q280,Q280_R11_C1,0.962,16,0.36,1.0,0.011,PotentiallyUseful
Q280,Q280_R11_C2,0.951,104,0.9,1.0,0.22,PotentiallyUseful
Q280,Q280_R11_C3,0.924,331,0.843,0.992,0.188,PotentiallyUseful
Q280,Q280_R11_C4,0.944,620,0.933,1.0,0.053,Bad
Q280,Q280_R11_C5,0.946,117,0.87,1.0,0.157,Bad
Q280,Q280_R11_C6,0.927,361,0.932,1.0,0.268,Bad
Q280,Q280_R11_C7,1.0,153,0.0,1.0,0.033,Bad
Q280,Q280_R11_C8,0.93,21,0.926,1.0,0.223,PotentiallyUseful
Q280,Q280_R11_C9,0.915,118,0.525,1.0,0.081,PotentiallyUseful
Q280,Q280_R11_C10,0.94,1,0.596,1.0,0.286,Bad
Q280,Q280_R19_C1,0.955,67,0.899,1.0,0.235,PotentiallyUseful
Q280,Q280_R19_C2,0.946,109,0.83,1.0,0.109,PotentiallyUseful
Q280,Q280_R19_C3,0.951,80,0.82,1.0,-0.175,PotentiallyUseful
Q280,Q280_R19_C4,0.933,55,0.905,1.0,0.198,Bad
Q280,Q280_R19_C5,0.949,99,0.861,1.0,0.182,Bad
Q280,Q280_R19_C6,0.976,97,0.815,1.0,0.139,Bad
Q280,Q280_R19_C7,0.946,13,0.931,1.0,0.412,Bad
Q280,Q280_R19_C8,0.887,26,0.951,1.0,0.459,Bad
Q280,Q280_R19_C9,1.0,144,0.796,1.0,0.379,PotentiallyUseful
Q280,Q280_R19_C10,0.981,1,0.93,1.0,0.31,Bad
Q280,Q280_R21_C1,0.913,53,0.901,1.0,0.038,Bad
Q280,Q280_R21_C2,0.933,67,0.885,1.0,0.1,Bad
Q280,Q280_R21_C3,0.918,30,0.923,1.0,0.333,Bad
Q280,Q280_R21_C4,0.886,211,0.905,0.991,0.08,Bad
Q280,Q280_R21_C5,0.958,76,0.89,1.0,0.119,Bad
Q280,Q280_R21_C6,0.925,98,0.915,1.0,0.344,Bad
Q280,Q280_R21_C7,0.943,117,0.884,1.0,0.164,Bad
Q280,Q280_R21_C8,0.925,62,0.907,1.0,0.113,Bad
Q280,Q280_R21_C9,0.932,77,0.907,1.0,0.114,Bad
Q280,Q280_R21_C10,0.906,760,0.952,1.0,0.359,Bad
Q280,Q280_R39_C1,0.913,51,0.857,0.981,0.135,Bad
Q280,Q280_R39_C2,0.961,42,0.873,1.0,-0.031,Bad
Q280,Q280_R39_C3,0.85,67,0.9,0.979,0.159,Bad
Q280,Q280_R39_C4,0.962,35,0.832,1.0,0.075,Bad
Q280,Q280_R39_C5,0.9,13,0.9,1.0,0.216,Bad
Q280,Q280_R39_C6,0.955,54,0.812,1.0,0.066,Bad
Q280,Q280_R39_C7,0.946,65,0.897,1.0,0.128,Bad
Q280,Q280_R39_C8,0.923,8,0.898,1.0,0.159,Bad
Q280,Q280_R39_C9,0.946,216,0.927,1.0,0.183,Bad
Q280,Q280_R39_C10,0.913,305,0.902,1.0,0.159,Bad
Q280,Q280_R41_C1,0.913,166,0.878,0.977,0.049,Bad
Q280,Q280_R41_C2,0.868,13,0.909,0.985,0.164,Bad
Q280,Q280_R41_C3,0.929,37,0.901,1.0,-0.011,Bad
Q280,Q280_R41_C4,0.947,30,0.893,1.0,0.068,Bad
Q280,Q280_R41_C5,0.944,108,0.852,1.0,0.035,Bad
Q280,Q280_R41_C6,0.922,840,0.881,0.995,0.041,Bad
Q280,Q280_R41_C7,0.918,374,0.875,0.985,-0.056,Bad
Q280,Q280_R41_C8,0.957,543,0.904,1.0,0.144,Bad
Q280,Q280_R41_C9,0.967,352,0.868,1.0,-0.042,Bad
Q280,Q280_R41_C10,0.877,39,0.92,1.0,0.2,Bad
Q280,Q280_R45_C1,0.969,143,0.805,1.0,0.463,Bad
Q280,Q280_R45_C2,0.944,106,0.805,1.0,0.105,Bad
Q280,Q280_R45_C3,1.0,143,0.672,1.0,0.098,Bad
Q280,Q280_R45_C4,0.902,13,0.898,1.0,0.182,Bad
Q280,Q280_R45_C5,0.979,66,0.859,1.0,-0.167,Bad
Q280,Q280_R45_C6,0.969,138,0.784,1.0,0.065,Bad
Q280,Q280_R45_C7,0.978,68,0.887,1.0,0.182,Bad
Q280,Q280_R45_C8,0.919,16,0.927,1.0,0.382,Bad
Q280,Q280_R45_C9,0.929,83,0.898,1.0,0.101,Bad
Q280,Q280_R45_C10,0.909,41,0.923,1.0,0.181,Bad
Q280,Q280_R46_C1,0.92,38,0.912,1.0,0.133,Bad
Q280,Q280_R46_C2,0.975,103,0.865,1.0,0.043,Bad
Q280,Q280_R46_C3,0.903,135,0.844,0.971,0.344,Bad
Q280,Q280_R46_C4,0.97,95,0.891,1.0,0.183,Bad
Q280,Q280_R46_C5,0.949,103,0.869,1.0,0.221,Bad
Q280,Q280_R46_C6,0.966,155,0.601,1.0,0.006,Bad
Q280,Q280_R46_C7,0.946,279,0.938,0.992,0.271,Bad
Q280,Q280_R46_C8,0.931,36,0.914,1.0,0.282,Bad
Q280,Q280_R46_C9,0.924,79,0.925,1.0,0.267,Bad
Q280,Q280_R46_C10,0.911,37,0.895,1.0,0.203,Bad
Q280,Q280_R48_C1,1.0,155,0.0,1.0,0.071,Bad
Q280,Q280_R48_C2,1.0,141,0.766,1.0,0.225,Bad
Q280,Q280_R48_C3,0.957,54,0.897,1.0,0.181,Bad
Q280,Q280_R48_C4,0.972,117,0.866,1.0,0.225,Bad
Q280,Q280_R48_C5,0.936,28,0.878,1.0,0.15,Bad
Q280,Q280_R48_C6,0.97,148,0.798,1.0,0.063,Bad
Q280,Q280_R48_C7,0.943,18,0.917,1.0,0.163,Bad
Q280,Q280_R48_C8,1.0,133,0.796,1.0,0.036,Bad
Q280,Q280_R48_C9,0.967,25,0.91,1.0,0.104,Bad
Q280,Q280_R48_C10,0.935,645,0.887,1.0,-0.07,Bad
Q280,Q280_R67_C1,0.917,566,0.944,0.994,0.261,Bad
Q280,Q280_R67_C2,1.0,135,0.758,1.0,0.078,Bad
Q280,Q280_R67_C3,0.936,28,0.896,1.0,0.222,Bad
Q280,Q280_R67_C4,0.927,421,0.916,1.0,0.1,Bad
Q280,Q280_R67_C5,0.881,66,0.922,1.0,0.343,Bad
Q280,Q280_R67_C6,0.881,66,0.922,1.0,0.343,Bad
Q280,Q280_R67_C7,0.947,103,0.789,1.0,0.015,Bad
Q280,Q280_R67_C8,1.0,153,0.595,1.0,0.001,Bad
Q280,Q280_R67_C9,0.895,93,0.925,0.977,0.35,Bad
Q280,Q280_R67_C10,0.918,38,0.898,1.0,-0.037,Bad
Q281,Q281_R32_C1,0.945,95,0.937,1.0,0.111,PotentiallyUseful
Q281,Q281_R32_C2,0.985,77,0.842,1.0,0.014,Bad
Q281,Q281_R32_C3,0.907,10,0.914,1.0,-0.005,PotentiallyUseful
Q281,Q281_R32_C4,0.94,72,0.888,1.0,0.142,Bad
Q281,Q281_R32_C5,0.91,131,0.897,1.0,-0.126,Bad
Q281,Q281_R32_C6,0.929,115,0.943,1.0,0.391,Bad
Q281,Q281_R32_C7,0.922,128,0.936,1.0,0.122,Bad
Q281,Q281_R32_C8,0.981,214,0.757,1.0,-0.17,Bad
Q281,Q281_R32_C9,0.962,222,0.749,1.0,0.134,Good
Q281,Q281_R32_C10,0.896,225,0.94,0.993,-0.124,Bad
Q281,Q281_R37_C1,0.923,198,0.96,0.993,0.059,Bad
Q281,Q281_R37_C2,0.894,8,0.966,0.991,0.221,Bad
Q281,Q281_R37_C3,0.947,84,0.938,1.0,0.136,Bad
Q281,Q281_R37_C4,0.913,113,0.93,1.0,0.097,Bad
Q281,Q281_R37_C5,0.922,102,0.95,1.0,0.239,Bad
Q281,Q281_R37_C6,0.941,712,0.931,0.996,-0.29,Bad
Q281,Q281_R37_C7,0.923,70,0.958,1.0,0.232,Bad
Q281,Q281_R37_C8,0.918,638,0.955,0.996,-0.018,Bad
Q281,Q281_R37_C9,0.939,7,0.939,1.0,0.008,Bad
Q281,Q281_R37_C10,0.923,726,0.95,0.996,-0.001,Bad
Q281,Q281_R38_C1,0.877,34,0.941,1.0,0.349,Bad
Q281,Q281_R38_C2,0.891,148,0.948,1.0,0.338,Bad
Q281,Q281_R38_C3,0.883,25,0.952,0.979,0.32,Bad
Q281,Q281_R38_C4,0.877,97,0.916,1.0,0.176,PotentiallyUseful
Q281,Q281_R38_C5,0.954,125,0.911,1.0,0.044,PotentiallyUseful
Q281,Q281_R38_C6,0.93,263,0.952,1.0,0.234,Bad
Q281,Q281_R38_C7,0.959,121,0.941,1.0,0.075,PotentiallyUseful
Q281,Q281_R38_C8,0.948,189,0.904,1.0,0.201,Bad
Q281,Q281_R38_C9,0.89,236,0.925,1.0,0.004,PotentiallyUseful
Q281,Q281_R38_C10,0.92,72,0.952,1.0,0.248,Bad
Q281,Q281_R40_C1,0.929,82,0.949,1.0,0.311,Bad
Q281,Q281_R40_C2,0.942,125,0.931,1.0,0.287,Bad
Q281,Q281_R40_C3,0.935,152,0.792,1.0,-0.007,Bad
Q281,Q281_R40_C4,0.926,196,0.79,0.968,0.076,Bad
Q281,Q281_R40_C5,0.923,497,0.952,0.995,0.041,Bad
Q281,Q281_R40_C6,0.923,266,0.928,1.0,0.245,Bad
Q281,Q281_R40_C7,0.837,561,0.971,0.97,0.502,Bad
Q281,Q281_R40_C8,0.922,503,0.93,1.0,-0.051,Bad
Q281,Q281_R40_C9,0.93,195,0.93,1.0,0.433,Bad
Q281,Q281_R40_C10,0.987,65,0.914,1.0,0.226,Bad
Q281,Q281_R45_C1,0.883,30,0.938,1.0,0.233,Bad
Q281,Q281_R45_C2,0.966,196,0.785,1.0,0.029,Bad
Q281,Q281_R45_C3,0.872,99,0.95,1.0,0.256,Bad
Q281,Q281_R45_C4,0.905,241,0.948,0.993,0.268,Bad
Q281,Q281_R45_C5,0.898,232,0.959,0.993,0.31,Bad
Q281,Q281_R45_C6,0.902,519,0.949,1.0,-0.011,Bad
Q281,Q281_R45_C7,0.901,93,0.951,0.992,0.141,Bad
Q281,Q281_R45_C8,0.889,25,0.928,1.0,0.242,Bad
Q281,Q281_R45_C9,0.942,224,0.847,1.0,0.088,Bad
Q281,Q281_R45_C10,0.948,191,0.919,1.0,0.277,Bad
Q281,Q281_R49_C1,0.98,245,0.719,1.0,0.064,Bad
Q281,Q281_R49_C2,0.941,223,0.835,1.0,0.231,Bad
Q281,Q281_R49_C3,0.911,13,0.901,1.0,0.167,Bad
Q281,Q281_R49_C4,1.0,234,0.856,1.0,0.15,Bad
Q281,Q281_R49_C5,0.925,130,0.91,1.0,0.242,Bad
Q281,Q281_R49_C6,0.983,170,0.896,1.0,0.071,Bad
Q281,Q281_R49_C7,0.984,180,0.841,1.0,0.023,Bad
Q281,Q281_R49_C8,0.982,204,0.715,1.0,-0.134,Bad
Q281,Q281_R49_C9,0.938,152,0.902,1.0,0.089,Bad
Q281,Q281_R49_C10,1.0,257,0.755,1.0,0.018,Bad
Q281,Q281_R56_C1,0.979,262,0.726,1.0,0.117,Bad
Q281,Q281_R56_C2,0.951,175,0.895,1.0,0.048,Bad
Q281,Q281_R56_C3,0.979,256,0.543,1.0,0.14,Bad
Q281,Q281_R56_C4,0.979,241,0.598,1.0,-0.073,Bad
Q281,Q281_R56_C5,0.889,9,0.93,1.0,0.044,Bad
Q281,Q281_R56_C6,0.923,60,0.953,0.989,0.29,Bad
Q281,Q281_R56_C7,0.951,164,0.871,1.0,0.148,Bad
Q281,Q281_R56_C8,0.912,35,0.947,1.0,0.183,Bad
Q281,Q281_R56_C9,0.931,108,0.946,1.0,0.234,Bad
Q281,Q281_R56_C10,0.922,86,0.955,1.0,0.435,Bad
Q281,Q281_R58_C1,0.946,91,0.944,1.0,0.234,Bad
Q281,Q281_R58_C2,0.901,69,0.911,1.0,0.215,Bad
Q281,Q281_R58_C3,0.92,70,0.907,0.989,0.14,Bad
Q281,Q281_R58_C4,0.981,241,0.749,1.0,-0.04,Bad
Q281,Q281_R58_C5,0.971,111,0.894,1.0,-0.134,Bad
Q281,Q281_R58_C6,0.949,203,0.947,1.0,-0.065,Bad
Q281,Q281_R58_C7,0.929,248,0.957,1.0,0.167,Bad
Q281,Q281_R58_C8,0.926,459,0.947,1.0,0.127,Bad
Q281,Q281_R58_C9,0.893,178,0.937,0.992,0.056,Bad
Q281,Q281_R58_C10,0.931,432,0.925,0.995,-0.072,Bad
Q281,Q281_R59_C1,0.955,160,0.934,1.0,0.112,Bad
Q281,Q281_R59_C2,0.983,177,0.905,1.0,0.048,Bad
Q281,Q281_R59_C3,0.955,144,0.862,1.0,0.218,Bad
Q281,Q281_R59_C4,0.949,67,0.91,1.0,0.053,Bad
Q281,Q281_R59_C5,0.928,313,0.938,1.0,0.175,Bad
Q281,Q281_R59_C6,0.952,150,0.907,1.0,0.096,Bad
Q281,Q281_R59_C7,0.932,75,0.91,1.0,0.253,Bad
Q281,Q281_R59_C8,0.943,212,0.934,1.0,0.4,Bad
Q281,Q281_R59_C9,0.899,349,0.926,0.994,0.148,Bad
Q281,Q281_R59_C10,0.931,184,0.914,0.984,0.198,Bad
Q281,Q281_R61_C1,0.912,744,0.96,0.996,0.208,Bad
Q281,Q281_R61_C2,1.0,229,0.0,1.0,0.113,Bad
Q281,Q281_R61_C3,0.884,106,0.951,1.0,0.469,Bad
Q281,Q281_R61_C4,0.875,27,0.959,0.979,0.439,Bad
Q281,Q281_R61_C5,0.873,135,0.952,0.958,0.36,Bad
Q281,Q281_R61_C6,0.864,83,0.937,0.974,0.475,Bad
Q281,Q281_R61_C7,0.911,740,0.96,0.996,0.383,Bad
Q281,Q281_R61_C8,0.881,154,0.906,0.985,0.548,Bad
Q281,Q281_R61_C9,0.919,740,0.947,0.996,0.152,Bad
Q281,Q281_R61_C10,0.934,68,0.892,1.0,0.383,Bad
Q282,Q282_R6_C1,0.861,23,0.957,1.0,0.555,Bad
Q282,Q282_R6_C2,0.882,743,0.959,1.0,0.312,Bad
Q282,Q282_R6_C3,0.877,262,0.957,0.986,0.361,Bad
Q282,Q282_R6_C4,0.883,298,0.959,0.994,0.519,Bad
Q282,Q282_R6_C5,0.904,249,0.953,1.0,0.413,Bad
Q282,Q282_R6_C6,0.851,537,0.963,1.0,0.538,Bad
Q282,Q282_R6_C7,0.93,101,0.941,1.0,0.468,Bad
Q282,Q282_R6_C8,0.869,6,0.961,1.0,0.511,Bad
Q282,Q282_R6_C9,0.883,38,0.964,1.0,0.518,Bad
Q282,Q282_R6_C10,0.902,337,0.962,0.994,0.455,Bad
Q282,Q282_R9_C1,0.98,232,0.807,1.0,0.265,Bad
Q282,Q282_R9_C2,0.875,33,0.965,1.0,0.543,Good
Q282,Q282_R9_C3,0.851,53,0.961,1.0,0.496,PotentiallyUseful
Q282,Q282_R9_C4,0.927,198,0.94,1.0,0.455,Bad
Q282,Q282_R9_C5,0.942,211,0.856,1.0,0.143,Bad
Q282,Q282_R9_C6,0.9,8,0.932,1.0,0.39,Bad
Q282,Q282_R9_C7,0.901,743,0.968,1.0,0.4,PotentiallyUseful
Q282,Q282_R9_C8,0.867,710,0.971,0.987,0.66,Good
Q282,Q282_R9_C9,0.844,203,0.952,0.993,0.497,Bad
Q282,Q282_R9_C10,0.97,88,0.862,1.0,0.208,PotentiallyUseful
Q282,Q282_R12_C1,0.839,743,0.975,0.992,0.551,Good
Q282,Q282_R12_C2,0.904,198,0.923,1.0,0.495,PotentiallyUseful
Q282,Q282_R12_C3,1.0,232,0.865,1.0,0.333,Bad
Q282,Q282_R12_C4,1.0,232,0.865,1.0,0.333,Bad
Q282,Q282_R12_C5,0.961,213,0.844,1.0,0.22,Bad
Q282,Q282_R12_C6,0.91,24,0.949,0.99,0.52,Good
Q282,Q282_R12_C7,0.923,121,0.927,1.0,0.482,Bad
Q282,Q282_R12_C8,0.945,191,0.891,1.0,0.382,Bad
Q282,Q282_R12_C9,0.875,61,0.95,1.0,0.507,PotentiallyUseful
Q282,Q282_R12_C10,0.881,126,0.919,0.971,0.358,Good
Q282,Q282_R14_C1,0.962,212,0.87,1.0,0.379,Bad
Q282,Q282_R14_C2,0.944,117,0.9,1.0,0.219,Bad
Q282,Q282_R14_C3,0.931,187,0.859,1.0,0.074,Bad
Q282,Q282_R14_C4,0.875,698,0.96,0.996,0.399,Bad
Q282,Q282_R14_C5,0.89,743,0.97,0.996,0.415,Bad
Q282,Q282_R14_C6,0.868,124,0.971,0.992,0.568,Bad
Q282,Q282_R14_C7,0.845,703,0.979,0.996,0.517,PotentiallyUseful
Q282,Q282_R14_C8,0.901,743,0.972,1.0,0.579,Bad
Q282,Q282_R14_C9,0.87,749,0.968,0.996,0.594,Bad
Q282,Q282_R14_C10,0.872,21,0.949,1.0,0.425,Bad
Q282,Q282_R16_C1,0.859,49,0.971,0.99,0.502,Bad
Q282,Q282_R16_C2,0.93,181,0.929,1.0,0.449,Bad
Q282,Q282_R16_C3,0.895,603,0.941,0.995,0.053,Bad
Q282,Q282_R16_C4,0.985,9,0.867,1.0,0.167,Bad
Q282,Q282_R16_C5,0.869,103,0.934,1.0,0.414,Bad
Q282,Q282_R16_C6,0.929,15,0.963,1.0,0.352,Bad
Q282,Q282_R16_C7,0.922,145,0.943,1.0,0.388,Bad
Q282,Q282_R16_C8,0.869,138,0.966,0.986,0.356,Bad
Q282,Q282_R16_C9,0.881,465,0.963,1.0,0.513,Bad
Q282,Q282_R16_C10,0.904,5,0.961,1.0,0.333,Bad
Q282,Q282_R17_C1,0.865,37,0.969,1.0,0.491,Bad
Q282,Q282_R17_C2,0.869,131,0.944,1.0,0.544,Bad
Q282,Q282_R17_C3,0.906,500,0.953,0.989,0.453,Bad
Q282,Q282_R17_C4,0.822,211,0.973,0.993,0.515,Bad
Q282,Q282_R17_C5,0.952,158,0.922,1.0,0.486,Bad
Q282,Q282_R17_C6,0.876,433,0.965,0.971,0.374,Bad
Q282,Q282_R17_C7,0.855,275,0.962,1.0,0.556,Bad
Q282,Q282_R17_C8,0.932,188,0.869,1.0,0.363,Bad
Q282,Q282_R17_C9,0.849,119,0.952,0.992,0.583,Bad
Q282,Q282_R17_C10,0.944,187,0.914,1.0,0.208,Bad
Q282,Q282_R18_C1,1.0,132,0.889,1.0,0.084,Bad
Q282,Q282_R18_C2,0.889,24,0.863,1.0,0.232,Bad
Q282,Q282_R18_C3,0.957,236,0.878,1.0,0.273,Bad
Q282,Q282_R18_C4,0.966,164,0.85,1.0,-0.066,Bad
Q282,Q282_R18_C5,0.934,28,0.872,1.0,0.222,Bad
Q282,Q282_R18_C6,0.867,178,0.971,0.977,0.605,Bad
Q282,Q282_R18_C7,0.924,5,0.942,1.0,0.243,PotentiallyUseful
Q282,Q282_R18_C8,0.88,9,0.947,1.0,0.369,Bad
Q282,Q282_R18_C9,0.884,521,0.966,1.0,0.444,Bad
Q282,Q282_R18_C10,0.863,336,0.966,0.993,0.441,Bad
Q282,Q282_R35_C1,0.868,259,0.966,1.0,0.532,Bad
Q282,Q282_R35_C2,0.895,30,0.949,1.0,0.379,Bad
Q282,Q282_R35_C3,0.849,436,0.958,1.0,0.613,Bad
Q282,Q282_R35_C4,0.852,16,0.937,1.0,0.53,Bad
Q282,Q282_R35_C5,0.829,58,0.961,1.0,0.57,Bad
Q282,Q282_R35_C6,0.891,108,0.947,0.987,0.56,Bad
Q282,Q282_R35_C7,0.887,353,0.966,0.989,0.541,Bad
Q282,Q282_R35_C8,0.893,743,0.964,1.0,0.435,Bad
Q282,Q282_R35_C9,0.835,61,0.956,0.992,0.477,Bad
Q282,Q282_R35_C10,0.915,27,0.921,0.988,0.391,Bad
Q282,Q282_R36_C1,0.962,205,0.9,1.0,0.32,Bad
Q282,Q282_R36_C2,0.914,30,0.914,1.0,0.312,Bad
Q282,Q282_R36_C3,0.961,209,0.807,1.0,0.208,Bad
Q282,Q282_R36_C4,0.979,243,0.687,1.0,0.043,Bad
Q282,Q282_R36_C5,0.934,135,0.91,1.0,0.123,Bad
Q282,Q282_R36_C6,0.889,704,0.968,0.996,0.383,Bad
Q282,Q282_R36_C7,0.889,109,0.937,1.0,0.395,Bad
Q282,Q282_R36_C8,0.964,180,0.829,1.0,0.233,Bad
Q282,Q282_R36_C9,0.873,80,0.95,1.0,0.32,Bad
Q282,Q282_R36_C10,0.923,132,0.916,1.0,0.196,Bad
Q282,Q282_R38_C1,0.938,241,0.69,1.0,0.266,Bad
Q282,Q282_R38_C2,0.945,183,0.896,1.0,0.115,Bad
Q282,Q282_R38_C3,0.897,4,0.964,1.0,0.505,Bad
Q282,Q282_R38_C4,0.93,171,0.882,1.0,0.341,Bad
Q282,Q282_R38_C5,0.914,25,0.939,1.0,0.343,Bad
Q282,Q282_R38_C6,0.882,80,0.937,1.0,0.424,Bad
Q282,Q282_R38_C7,0.932,165,0.924,1.0,0.419,Bad
Q282,Q282_R38_C8,0.922,122,0.904,1.0,0.131,Bad
Q282,Q282_R38_C9,0.92,743,0.963,0.991,0.357,Bad
Q282,Q282_R38_C10,0.933,144,0.943,1.0,0.344,Bad
Q283,Q283_R7_C1,0.885,105,0.923,1.0,0.1,Bad
Q283,Q283_R7_C2,0.953,63,0.935,1.0,0.294,Bad
Q283,Q283_R7_C3,0.949,121,0.839,1.0,0.146,Bad
Q283,Q283_R7_C4,0.922,268,0.951,0.993,0.182,Bad
Q283,Q283_R7_C5,0.971,72,0.939,1.0,0.289,Bad
Q283,Q283_R7_C6,0.942,45,0.936,1.0,0.154,Bad
Q283,Q283_R7_C7,0.925,41,0.936,0.988,0.118,PotentiallyUseful
Q283,Q283_R7_C8,0.93,139,0.916,1.0,-0.028,Bad
Q283,Q283_R7_C9,0.944,35,0.918,1.0,0.179,Bad
Q283,Q283_R7_C10,0.92,4,0.928,1.0,0.045,PotentiallyUseful
Q283,Q283_R9_C1,0.85,57,0.916,1.0,0.432,PotentiallyUseful
Q283,Q283_R9_C2,0.882,23,0.945,0.989,0.192,Bad
Q283,Q283_R9_C3,0.926,592,0.954,0.991,0.224,PotentiallyUseful
Q283,Q283_R9_C4,0.913,554,0.951,0.995,0.213,PotentiallyUseful
Q283,Q283_R9_C5,0.951,234,0.803,1.0,0.385,Bad
Q283,Q283_R9_C6,0.962,181,0.887,1.0,0.229,Bad
Q283,Q283_R9_C7,0.907,279,0.935,1.0,0.157,Bad
Q283,Q283_R9_C8,0.907,14,0.931,1.0,0.192,Bad
Q283,Q283_R9_C9,0.889,476,0.941,0.983,0.17,PotentiallyUseful
Q283,Q283_R9_C10,0.851,2,0.944,0.978,0.283,Bad
Q283,Q283_R12_C1,0.917,182,0.902,0.982,0.21,Bad
Q283,Q283_R12_C2,0.976,235,0.566,1.0,0.025,Bad
Q283,Q283_R12_C3,1.0,209,0.729,1.0,-0.003,Bad
Q283,Q283_R12_C4,0.925,163,0.905,0.984,0.171,Bad
Q283,Q283_R12_C5,0.914,628,0.946,1.0,0.215,PotentiallyUseful
Q283,Q283_R12_C6,0.921,66,0.869,0.987,-0.018,PotentiallyUseful
Q283,Q283_R12_C7,0.964,36,0.88,1.0,-0.072,PotentiallyUseful
Q283,Q283_R12_C8,0.945,143,0.918,1.0,0.31,Bad
Q283,Q283_R12_C9,0.933,179,0.661,0.993,-0.004,PotentiallyUseful
Q283,Q283_R12_C10,0.929,216,0.857,1.0,-0.034,PotentiallyUseful
Q283,Q283_R25_C1,0.978,211,0.782,1.0,-0.038,Bad
Q283,Q283_R25_C2,1.0,144,0.873,1.0,0.102,Bad
Q283,Q283_R25_C3,0.96,187,0.882,1.0,0.063,Bad
Q283,Q283_R25_C4,0.956,220,0.883,1.0,0.127,Bad
Q283,Q283_R25_C5,0.926,39,0.921,0.991,0.184,Bad
Q283,Q283_R25_C6,0.918,744,0.927,0.995,0.135,Bad
Q283,Q283_R25_C7,0.978,218,0.809,1.0,0.234,Bad
Q283,Q283_R25_C8,0.932,129,0.926,1.0,0.272,Bad
Q283,Q283_R25_C9,0.978,227,0.869,1.0,0.306,Bad
Q283,Q283_R25_C10,1.0,183,0.0,1.0,-0.043,Bad
Q283,Q283_R26_C1,0.968,139,0.895,1.0,0.324,Bad
Q283,Q283_R26_C2,0.956,96,0.839,0.988,0.068,Bad
Q283,Q283_R26_C3,0.893,124,0.907,1.0,0.228,Bad
Q283,Q283_R26_C4,0.98,189,0.836,1.0,0.057,Bad
Q283,Q283_R26_C5,0.953,104,0.876,1.0,-0.006,Bad
Q283,Q283_R26_C6,0.908,268,0.922,0.994,-0.004,Bad
Q283,Q283_R26_C7,0.911,135,0.907,1.0,0.372,Bad
Q283,Q283_R26_C8,0.889,2,0.951,0.989,0.249,Bad
Q283,Q283_R26_C9,0.918,38,0.924,1.0,0.152,Bad
Q283,Q283_R26_C10,0.945,172,0.93,1.0,0.119,Bad
Q283,Q283_R31_C1,0.909,77,0.951,0.988,0.231,Bad
Q283,Q283_R31_C2,0.962,184,0.865,1.0,0.03,Bad
Q283,Q283_R31_C3,0.933,97,0.935,1.0,0.117,Bad
Q283,Q283_R31_C4,0.927,161,0.856,1.0,0.109,Bad
Q283,Q283_R31_C5,0.98,188,0.909,1.0,0.014,Bad
Q283,Q283_R31_C6,0.886,13,0.942,0.99,0.131,Bad
Q283,Q283_R31_C7,0.891,196,0.89,0.982,0.259,Bad
Q283,Q283_R31_C8,0.92,343,0.94,0.987,0.251,Bad
Q283,Q283_R31_C9,0.895,89,0.937,0.982,0.205,Bad
Q283,Q283_R31_C10,0.902,96,0.908,0.973,0.159,Bad
Q283,Q283_R35_C1,0.935,439,0.938,0.995,0.091,Bad
Q283,Q283_R35_C2,0.94,90,0.835,1.0,-0.123,Bad
Q283,Q283_R35_C3,0.934,140,0.9,1.0,0.02,Bad
Q283,Q283_R35_C4,0.941,275,0.929,0.993,0.061,Bad
Q283,Q283_R35_C5,0.899,3,0.883,1.0,-0.175,Bad
